Angielski,Polski,Frequency,BadlyAnswer,PerfectScore
univariate distributions,rozkłady jednowymiarowe,11,0,0
stands for,oznacza,12,1,0
biased estimator,obciążony estymator,12,0,1
decaying smoothly,rozkłada się gładko,12,0,1
intermittent,przerywany,12,0,1
narrow down,zawęzić,12,2,0
frees your mind,uwalnia twój umysł,12,0,1
power cords,kable zasilające,12,1,0
overlooked,przeoczony,12,1,0
circuit breaker,wyłącznik obwodu,12,0,1
brownout,zaciemnienie,12,0,1
surge protectors,zabezpieczenia przeciwprzepięciowe,12,0,1
cross talk,różne rozmowy,12,0,1
garbled conversation,zniekształcona rozmowa,12,0,1
bandwith,przepustowość łącza,12,0,1
break it down,rozbicie go,11,0,0
counterparts,odpowiedniki,12,0,1
malfunctions,awarie,12,2,0
capacitive,pojemnościowy,12,0,1
spilled on,rozlane,11,0,0
roll over,przewrócić się,12,0,1
snag a cable,zaczepić kabel,12,0,1
receptacle,pojemnik,12,0,1
alleviate,łagodzić,11,0,0
cable wiggle,kołysanie kablem,12,0,1
dust and debris,kurzu i zanieczyszczeń,12,0,1
frayed cord,przetarty kabel,12,0,1
worn out,zużyty,12,0,1
crimp,zaciskać,11,0,0
pick it up,podnieś to,12,0,1
bird's nest,ptasie gniazdo,12,0,1
bulk of,większość,12,0,1
nowhere near as,nigdzie w pobliżu as,12,0,1
fry,smażyć,12,0,1
fuse,bezpiecznik,12,0,1
caveat to that,zastrzeżenie do tego,12,0,1
gets our of whack,wymyka się spod kontroli,12,0,1
lessening the life,skrócenie życia,12,1,0
battery blistering,pęcherze baterii,12,0,1
faulty power circuit,uszkodzony obwod zasilania,12,0,1
backplane,płyta montażowa,11,0,0
self-contained,samowystarczalny,12,0,1
encompasses,obejmuje,12,0,1
annease,nękać,12,1,0
a vast topic,obszerny temat,12,1,0
device congestion,przeciążenie urządzenia,12,0,1
contribute to that,przyczynić się do tego,12,0,1
drop offs,spadki,12,0,1
interfere with,kolidować z,12,0,1
utterly wrong,całkowicie źle,12,1,0
throttling process,proces dławienia,12,0,1
throwaway society,społeczeństwo jednorazowe,12,0,1
stop booting,przestanie się uruchamiać,12,0,1
bad jam,zakłócanie,12,0,1
blend of,mieszanka,12,1,0
thresholding,progowanie,12,1,0
smoothened,wygładzone,12,0,1
receptive,chętny do odbioru nowych informacji,11,0,0
abnormally,nieprawidłowo,11,0,0
strengthened,wzmocniony,12,0,1
foremost,główny,12,0,1
extensively,obszernie,12,1,0
hen,kura,12,0,1
missle,pocisk,12,1,0
airliner,samolot pasażerski,12,0,1
compensate,kompensować,12,0,1
residual,pozostały,12,0,1
in order to maintain,w celu zachowania,12,0,1
outperforms,przewyższa,12,0,1
lakeside,nad jeziorem,12,0,1
ox,wół,12,0,1
cow,krowa,12,0,1
proprietary,prawnie zastrzeżony,12,2,0
obtain,uzyskać,12,1,0
indefinite,nieokreślony,12,0,1
release,uwolnienie,12,0,1
transparent,przezroczysty,12,0,1
less extensive,mniej obszerny,12,0,1
perfect blend,idealna mieszanka,12,0,1
course curriculum,program kursu,12,0,1
blurring software,oprogramowanie do zamazywania,11,0,0
hectic schedule,napięty harmonogram,12,0,1
equilibrium,równowaga,12,0,1
shareholders,udziałowcy,12,1,0
social cohesion,spójność społeczna,12,0,1
various crises,różne kryzysy,12,0,1
conjunction ,spójnik,12,0,1
doesn't make harm,nie szkodi,12,1,0
purplish,fioletowy,12,0,1
assassment,ocena,12,2,0
conveniently,wygodnie,12,0,1
distortion,zniekształcenie,12,0,1
has fostered,sprzyjał,12,0,1
strive,starać się,12,1,0
vertices,wierzchołki,12,0,1
hooked on a feeling,uzależniony od uczucia,11,0,0
guesstimate,przewidywać,11,0,0
perceives,postrzega,12,1,0
overlay,narzuta,12,2,0
rainbow,tęcza,12,0,1
spurious response,fałszywa odpowiedź,12,0,1
advent of,pojawienie się,11,0,0
residuals,pozostałości,12,0,1
saturation ,wypełnienie,12,1,0
assessment of distribution,ocena dystrybucji,12,0,1
stands for ,wspieranie jakiegoś pomysłu,12,0,1
cope with,radzić sobie z,12,0,1
deviate,zbaczać,12,0,1
statistical inference,wnioskowanie statystyczne,11,0,0
despite,mimo,12,0,1
relevance,stosowność,12,0,1
prevalence,rozpowszechnienie,12,1,0
reassuring,uspokajający,12,0,1
relied on,polegać na,12,0,1
tack,przyczepność,12,0,1
overheating,przegrzanie,12,0,1
clangers,"przypadkowo mówimy coś, co kogoś zawstydza lub denerwuje",12,2,0
serves a purpose,służy celowi,11,0,0
miscellaneous,różne,12,2,0
assets,majątek,12,0,1
resolution,rozdzielczość,12,0,1
enamored,zakochany,12,2,0
acquainted to,zaznajomiony z,12,1,0
remorselessly,bezlitośnie,12,1,0
curated,ułożył,12,1,0
embraces,obejmuje,12,0,1
proposal,wniosek,12,0,1
shrink to fir,"skurczyć się, aby dopasować",12,0,1
ready to rumble,gotowy do walki,12,0,1
attorney,adwokat,11,0,0
I can assure you,mogę cię zapewnić,12,0,1
enforceable,wykonalny,12,2,0
a pitch,poziom lub stopień czegoś,12,1,0
grasp of,uchwycić,12,1,0
derail,wykoleić,12,0,1
lean toward sth,być zainteresowany i chcieć to wykonać,12,1,0
strive to agree,staraj się zgodzić,12,0,1
flat out,bezpośredni sposób,12,2,0
softest commitment,najdelikatniejsze zobowiązanie,12,0,1
liberty to,wolność do,12,0,1
peel out,oderwać się,12,1,0
glitch,usterka,12,2,0
stipend,regularnie wypłacana kwota,11,0,0
candid,szczery,12,0,1
back of the envelope,tył koperty,12,0,1
purchasing,zakup w przedsiębiorstwie,12,0,1
cooling,chłodzenie,12,0,1
is as such,sam w sobie,12,0,1
omnipresent,wszechobecny,12,0,1
sensitive assets,poufne zasoby,11,0,0
tenancy,dzierżawa,12,0,1
on-premises,lokalnie,12,0,1
my duty,mój obowiązek,12,0,1
prohibited,zakazany,11,0,0
quite handy,całkiem przydatne,12,0,1
compromised password,złamane hasło,12,1,0
security standpoint,punkt widzenia bezpieczeństwa,12,0,1
vulnerability,słaby punkt,11,0,0
privilege,przywilej,12,0,1
transcend,przekroczyć,11,0,0
smallpox,ospa,12,1,0
compounded,złożony,12,1,0
sacrifice,poświęcenie,12,0,1
i have it again,znowu mam,12,0,1
on this occasion,z tej okazji,12,0,1
the whole family,cała rodzina,12,0,1
invoiced,zafakturowane,12,2,0
acquisition,nabytek,11,0,0
disposable,jednorazowe,11,0,0
passphrase,hasło,12,2,0
resilient to failure,odporny na awarie,11,0,0
to bid for,licytować,12,1,0
faulty,uszkodzony,12,0,1
compliance validation,walidacja zgodności,12,0,1
persist data,utrwalić dane,12,0,1
disaster management,zarządzanie katastrofami,12,0,1
ephemeral,efemeryczny,12,0,1
tied to,związany z,12,0,1
power outage,brak prądu,11,0,0
knobs,pokrętła,12,0,1
backbone,kręgosłup,12,0,1
durability,trwałość,12,0,1
throughput,wydajność,12,2,0
retrieval,wyszukiwanie,12,1,0
data retention requirements,wymagania dotyczące przechowywania danych,12,0,1
harsh environment,surowe środowisko,12,0,1
elapsed,upłynął,11,0,0
prerogatives,przywileje,11,0,0
underway,w drodze,12,1,0
leapfrog,skok przez plecy,12,2,0
vulnerabilities,luki,12,0,1
diversified,urozmaicony,12,0,1
threatens,grozi,12,0,1
areal,obszar,12,2,0
freehand,odręcznie,12,1,0
manner,sposób,12,1,0
verbosity,szczegółowość,11,0,0
tainting,zepsuć coś,12,1,0
completion,ukończenie,12,1,0
roadblocks,blokady dróg,11,0,0
circumnavigate,opływać,11,0,0
don't hesitate,nie wahaj się,11,0,0
facilitates,ułatwiać,11,0,0
legacy,spuścizna,12,0,1
substituted,podstawiony,12,0,1
accelerate,przyśpieszyć,12,0,1
indispensable,niezbędny,12,0,1
eaveats,zastrzeżenia,12,1,0
envisioning,wyobrażanie sobie,12,2,0
tailor the extension,dostosuj rozszerzenie,11,0,0
obtrusive,natrętny,12,1,0
space evenly,przestrzeń równomiernie,12,0,1
data fetching,pobieranie danych,12,0,1
leftover,resztki,12,1,0
bundled into,w pakiecie w,12,0,0
boilerplate ,"tekst/kod, który może być wielokrotnie używany",12,1,0
fully fitted,w pełni wyposażone,12,1,0
anteriorly,przodem,12,1,0
resilient to,odporny na,11,0,0
imperial,"należące do osoby, która rządzi",12,0,0
oversight,przeoczenie,12,1,0
negligible,nieistotny,12,0,1
shuttling,kursowanie,12,0,1
cripple,uszkodzenie czegoś,11,0,0
viable on,opłacalne na,11,0,0
retrofit,modernizacja,12,1,0
hinge,zawias,11,0,0
rouge,łobuz,12,0,1
rebuttal,obalenie,11,0,0
miffed,zirytowany,11,0,0
curtailed,skrócony,12,0,1
revamp,przebudowa,12,1,0
endeavors,starania,11,0,0
loathe,brzydzić,12,2,0
glasses,okulary,11,0,0
cherry,wiśnia,12,0,1
peculiarities,osobliwości,12,0,1
personalities,osobowości,12,0,1
surrounded,otoczony,11,0,0
tiny fraction,ułamek,12,2,0
mindful,Świadomy,12,0,1
sideways,bokiem,12,1,0
circumvented,omijany,12,0,1
even if,nawet jeśli,12,1,0
exhibit,eksponować,12,0,1
reliability,niezawodność,12,0,1
anchors,kotwice,12,0,1
inadequate,niewystarczający,12,0,1
incurred,poniesione,12,1,0
is intact,jest nienaruszony,11,0,0
a little murky,trochę mętny,11,0,0
agonize over,męczyć się nad,11,0,0
imperceptible,niedostrzegalny,11,0,0
minimal stub,minimalny odcinek,11,0,0
intermittently,sporadycznie,11,0,0
usability,użyteczność,11,0,0
rarer requirement,rzadsze wymaganie,11,0,0
to silently swallow ,po cichu połknąć,11,0,0
momentarily,chwilowo,11,0,0
perceptible,wyczuwalny,12,0,0
immediately apparent,natychmiast widoczne,11,0,0
mysterious moon,tajemniczy księżyc,11,0,0
reveal all,odkryć wszystko,11,0,0
tiles,płytki,11,0,0
is aware,jest świadomy,11,0,0
immediate vicinity,bezpośrednie sąsiedztwo,12,0,0
redraw,przerysować,11,0,0
revealable,ujawnialny,11,0,0
Revealed tiles,Odkryte płytki,11,0,0
cleverness,spryt,12,0,0
a little tricky,trochę trudne,11,0,0
ensure consistency,zapewnić spójność,11,0,0
stumble across,potknąć się,11,0,0
showstopper,"coś, co uniemożliwia kontynuację działania lub procesu",11,0,0
too hastily,zbyt pochopnie,11,0,0
dependable,niezawodny,11,0,0
novelties,nowości,11,0,0
whet someone's appetite,"zwiększenie czyjegoś zainteresowania i pragnienia czegoś, zwykle dając mu małe doświadczenie",11,0,0
excerpt,fragment,11,0,0
business objective is,celem biznesowym jest,11,0,0
district,dzielnica,11,0,0
quick glance,szybkie spojrzenie,11,0,0
prone to,podatny na,11,0,0
neglected,zaniedbany,11,0,0
insurmountable,nie do pokonania,11,0,0
tangible tools,namacalne narzędzia,11,0,0
coherent assemblage,spójny zespół,11,0,0
anticipating,przewidywanie,12,0,0
pig in a poke,świnia w worku,11,0,0
stipulate,zastrzec,11,0,0
codomain,współdomena,11,0,0
equiprobable,równie prawdopodobne,11,0,0
disrupt,zakłócać,11,0,0
oversee,nadzorować,11,0,0
appointed,wyznaczony,11,0,0
who has what responsibilities,kto ma jakie obowiązki?,11,0,0
kick off meeting,otwarcie spotkania,11,0,0
deliverables,produkty dostarczane,11,0,0
how is the project broken down,jak wygląda podział projektu?,11,0,0
unfavorable,niekorzystny,11,0,0
dissolved,rozpuszczony,11,0,0
disposal of,utylizacja,11,0,0
expenditure,wydatek,11,0,0
assessed value,oceniana wartość,11,0,0
ascertain,ustalać,11,0,0
auditable,audytowalny,12,0,0
may seek,może szukać,11,0,0
vertical manner,pionowy sposób,11,0,0
impelled,przymuszony,11,0,0
indulgent,pobłażliwy,11,0,0
veritable,prawdziwy,11,0,0
vouched for,poręczył za,11,0,0
made a leap,zrobił skok,11,0,0
welfare,zasiłek,11,0,0
freed from,uwolniony od,11,0,0
meticulous,skrupulatny,11,0,0
SOVEREIGNTY,SUWERENNOŚĆ,11,0,0
ubiquity,wszechobecność,11,0,0
omniscient,wszechwiedzący,11,0,0
wage labour,praca najemna,11,0,0
insurer,ubezpieczający,11,0,0
amass,zgromadzić,11,0,0
sorely,bardzo,11,0,0
evoke,przywołać,11,0,0
expedite,przyśpieszyć coś,11,0,0
delinquency,przestępczość,11,0,0
fortuitous,przypadkowy,11,0,0
clutter,nieład,11,0,0
aid in,pomoc w,11,0,0
dissecting model visuals,analizowanie wizualizacji modelu,11,0,0
piecemeal,fragmentaryczny,11,0,0
penultimate,przedostatni,11,0,0
noteworthy,godny uwagi,11,0,0
pearls,perły,11,0,0
pearls in oysters,perły w ostrygach,11,0,0
confident stance,pewna postawa,11,0,0
elicits,wywołuje,11,0,0
oomph,"power, strength, or energetic activity",11,0,0
the gamut,to experience or show the whole range of something,11,0,0
stripped down,rozebrany,11,0,0
what at stake,o co chodzi?,11,0,0
to get beyond that,wyjść poza to,11,0,0
shift gears,zmiana biegów,11,0,0
resistant to,odporna na,11,0,0
fluctuations,wahania,11,0,0
solely,wyłącznie,11,0,0
plethora of,mnóstwo,11,0,0
favorable,korzystny,11,0,0
preattentive,uważny,11,0,0
worrisome,niepokojący,11,0,0
overzoom,powiększać,11,0,0
unobtrusive,dyskretny,11,0,0
headcount,liczba pracowników,11,0,0
attrition,ścieranie,11,0,0
fret not,nie denerwować,11,0,0
garish,krzykliwy,11,0,0
disdain,pogarda,11,0,0
ascribing,przypisywanie,11,0,0
pet peeve,something that especially annoys you,11,0,0
designation,"the act of choosing someone or something for a special job, or stating that something has a particular character or purpose",11,0,0
brush up (on) something,to improve your knowledge of something already learned but partly forgotten,11,0,0
locutionary,"relating to the meaning or reference of what someone says, rather than its function or effect",11,0,0
illocutionary,"relating to something someone says that has the effect of an action, for example giving an order or making a promise",11,0,0
precautionary,intended to prevent something unpleasant or dangerous from happening,11,0,0
pledge,a serious or formal promise,11,0,0
discerning,wnikliwy,11,0,0
burden of,ciężar,11,0,0
decipher it,odszyfrować to,11,0,0
cohesive,spoisty,11,0,0
vendor selection,wybór dostawcy,11,0,0
concede,przyznać,11,0,0
praise,pochwała,11,0,0
revamped,odnowiony,11,0,0
makeshift,prowizoryczny,11,0,0
minutiae,drobne szczegóły,11,0,0
rumbling,dudnienie,11,0,0
disruptive,niszczący,12,0,0
ushered,wprowadzony,11,0,0
twofold,dwojaki,11,0,0
pave the way,utorować drogę,11,0,0
notably,szczególnie,11,0,0
couch,kanapa,11,0,0
accentuates,akcentuje,11,0,0
extended,rozszerzony,11,0,0
assurance,zapewnienie,11,0,0
oaths,przysięgi,11,0,0
pledges,zastawy,11,0,0
morpheme,"the smallest unit of language that has its own meaning, either a word or a part of a word",11,0,0
revolving,used to refer to something that revolves,11,0,0
precedence,the condition of being dealt with before other things or of being considered more important than other things,11,0,0
pave,to make it possible for someone to do something or for something to happen,11,0,0
acquisition ,"something that someone buys, often to add to a collection of things",11,0,0
coreference,"two or more terms or expressions in a body 
of text refer to the same entity",11,0,0
pinpointing,to discover or describe the exact facts about something,11,0,0
disenfranchising,to take away power or opportunities,11,0,0
teal,a small wild duck,11,0,0
wash out something,"o cause something to fail, stop, or be destroyed",12,0,0
guilty of,winny,11,0,0
utterance,wypowiedź,11,0,0
constituent,składnik,11,0,0
shallow parsing,płytkie parsowanie,11,0,0
auxiliary,pomocniczy,11,0,0
constituents of,składniki,11,0,0
subordinate,podrzędny,11,0,0
subordinating conjunctions,spójniki podrzędne,11,0,0
antecedent,poprzednik,11,0,0
govern,rządzić,11,0,0
preposition,przyimek,11,0,0
adherences,przynależności,11,0,0
to tackle,do rozwiązania,11,0,0
eel,węgorz,11,0,0
deed of,czyn,11,0,0
bestowed,obdarowany,12,0,0
affixed,przymocowany,11,0,0
sought after,podążał za,11,0,0
garnering,zbieranie,11,0,0
hue,odcień,11,0,0
hardwired,przewodowy,11,0,0
spatial position,pozycja przestrzenna,11,0,0
milder emphasis,łagodniejszy nacisk,11,0,0
are shipped,są wysyłane;,11,0,0
visual cues,wskazówki wizualne,11,0,0
commonly cited,powszechnie cytowane,11,0,0
standpoint,punkt widzenia,11,0,0
undue,nadmierny,11,0,0
happenstance,Zdarzenie,11,0,0
sparingly,oszczędnie,11,0,0
adage,powiedzenie,11,0,0
fatigue,zmęczenie,11,0,0
workshops,warsztaty,11,0,0
lighthearted,beztroski,11,0,0
doesn't clash,nie koliduje,11,0,0
wade through,przebrnąć przez,11,0,0
be mindful,być świadomym,11,0,0
coined,to invent a new word or expression,11,0,0
steep,A steep rise or fall is one that goes very quickly from low to high or from high to low,11,0,0
hassle,(a situation causing) difficulty or trouble,11,0,0
regard to,w odniesieniu do,11,0,0
skim through,przejrzeć,11,0,0
exhibited,wystawiony,11,0,0
hindrance,przeszkoda,11,0,0
enhancement proposal,propozycja ulepszeń,11,0,0
drawbacks,wady,11,0,0
blowing the trumpet,Dmuchanie w trąbę,11,0,0
violations,naruszenia,11,0,0
delimit,ograniczać,11,0,0
agage ,mądre powiedzenie,11,0,0
affordance,"a use or purpose that a thing can have, that people notice as part of the way they see or experience it",11,0,0
lens,helps you to see clearly by focusing,11,0,0
cord,lina,11,0,0
suite of,zbiór podobnych programów,11,0,0
disposal ,"the act of getting rid of something, especially by throwing it away",11,0,0
boilerplate2,"text that can be copied and used in legal documents or in computer programs, with only very small changes",11,0,0
knob,pokrętło,11,0,0
widest,najszerszy,11,0,0
eligible,odpowiedni,11,0,0
diluting,rozcieńczanie,11,0,0
sheer size,sam rozmiar,11,0,0
in the makeover,w metamorfozie,11,0,0
in this manner,w ten sposób,11,0,0
onus,odpowiedzialność,11,0,0
fussier,wybredny,11,0,0
undertaken,podejmowane,11,0,0
peak break up,rozpad szczytu,11,0,0
foster,pielęgnować,11,0,0
obawiam się,I'm afraid,11,0,0
distinction,różnica,11,0,0
disagree,nie zgadzać się,11,0,0
fulfilling,spełnienie,11,0,0
brings us,prowadzi nas,11,0,0
wherein,w którym,11,0,0
rightly,słusznie,12,0,0
lexical,leksykalny,11,0,0
a bird's eye view,a view from a very high place that allows you to see a large area,11,0,0
attrition of,any situation in which there is strong competition between opposing sides or a great fight against something harmful,11,0,0
reinforced,to make something stronger,11,0,0
haute cuisine,cooking of a high standard,11,0,0
wrangle,"an argument, especially one that continues for a long time",11,0,0
de-emphasize,deprecjonować,11,0,0
steadily,stale,11,0,0
anchor,Kotwica,11,0,0
sense of magnitude,poczucie wielkości,12,0,0
to aid,w celu ułatwienia,11,0,0
exceed,przekroczyć,11,0,0
acquisitions,przejęcia,11,0,0
rural development,rozwój obszarów wiejskich,11,0,0
poverty reduction,zmniejszenie ubóstwa,11,0,0
span,Zakres,11,0,0
awry,not in the intended way/in the wrong position,11,0,0
ramble,"to talk or write in a confused way, often for a long time",11,0,0
rosy,"If a situation is described as rosy, it gives hope of success or happiness",11,0,0
stairstep,to move up or down like the steps in a stairway narrow streets stairstep up the slopes,11,0,0
toolbelt, A skill set; one's accumulated capabilities.,11,0,0
precedence ,the condition of being dealt with before other things or of being considered more important than other things,11,0,0
indulge,pobłażać,11,0,0
ajar,uchylony,11,0,0
dozing,drzemię,11,0,0
cruel reality,okrutna rzeczywistość,11,0,0
genuine caring,prawdziwa troska,11,0,0
interim,okres przejściowy,11,0,0
convinces,przekonuje,11,0,0
countless,niezliczony,11,0,0
consonance,współbrzmienie,11,0,0
recapped,podsumować,11,0,0
conveying information,przekazywanie informacji,11,0,0
intimate,intymny,11,0,0
accompanying,towarzyszący,11,0,0
progression,postęp,11,0,0
common trait,wspólna cecha,11,0,0
sunsetting,zachodzące słońce,12,0,0
sigh of relief,westchnienie ulgi,11,0,0
sluggish,powolny,11,0,0
rookie mistakes,błędy początkującego,11,0,0
annually,rocznie,11,0,0
endorsed,zatwierdzony,11,0,0
digest of,skrót od,11,0,0
meek,quiet and unwilling to disagree or fight or to strongly support personal ideas and opinions,11,0,0
verboten,not allowed/similar to forbidden,11,0,0
conundrum ,a problem that is difficult to deal with,11,0,0
slideument,cross between a slide deck and a document,11,0,0
circulate,"to go around or through something, or to make something go around or through something",11,0,0
imperative,extremely important or urgent,11,0,0
establishing logic,ustanawianie logiki,11,0,0
endeavor,dążyć,11,0,0
makeover,metamorfoza,11,0,0
drove that,poprowadziłem to,11,0,0
steeper trajectory,bardziej stroma trajektoria,11,0,0
halted,zatrzymany,11,0,0
salient,istotny,11,0,0
thereof,tego,11,0,0
callout box,pole objaśnienia,11,0,0
anonymity,anonimowość,11,0,0
leftward,w lewo,11,0,0
hatred,nienawiść,11,0,0
handful of people,garstka ludzi,11,0,0
haphazard noodles,przypadkowy makaron,11,0,0
crisscrossing,krzyżowanie się,11,0,0
shrinkage,kurczenie się,11,0,0
denseness,gęstość,11,0,0
shrinks down,kurczy się,11,0,0
disservices,nieprzychylne usługi,11,0,0
tackling,walka,11,0,0
intersection ,"an occasion when two lines cross, or the place where this happens",11,0,0
bend,to move your body or part of your body so that it is not straight,11,0,0
rundown ,wyczerpany,11,0,0
handout,a document given to students or reporters that contains information about a particular subject,11,0,0
flattery,"the act of praising someone, often in a way that is not sincere, because you want something from them",11,0,0
venue,the place where a public event or meeting happens,11,0,0
withhold,to refuse to give something or to keep back something,11,0,0
ensued ,"to happen after something else, especially as a result of it",11,0,0
sheer ,"used to emphasize how very great, important, or powerful a quality or feeling is; nothing except",11,0,0
depiction ,the way that something is represented or shown,11,0,0
surrogate pair,para zastępcza,11,0,0
overhaul,wyremontować,11,0,0
fade out,zanikać,11,0,0
worsened,pogorszył się,11,0,0
devote,poświęcać,11,0,0
easels,sztalugi,11,0,0
aptitude,uzdolnienie,11,0,0
wrap up,zakończyć,11,0,0
mitigated,złagodzone,11,0,0
conflated,zmieszane,11,0,0
pre-established,ustalone wcześniej,11,0,0
ground truths,podstawowe prawdy,11,0,0
dendrites,dendryty,11,0,0
depiction,opis,11,0,0
rudimentary,prymitywny,11,0,0
somehow,jakoś,11,0,0
offset ,"to balance one influence against an opposing influence, so that there is no great difference as a result",11,0,0
daunting ,"making you feel slightly frightened or worried about your ability to achieve something
making you feel slightly frightened or worried about your ability to achieve something",11,0,0
stub,the short part of something that is left after the main part has been used,11,0,0
verbose ,using or containing more words than are necessary,11,0,0
pile up,nagromadzić się,11,0,0
strive to,dążyć do,11,0,0
suffice to say,wystarczy powiedzieć,11,0,0
outdated,przestarzały,11,0,0
transitive dependencies,zależności przechodnie,11,0,0
patchwork,niejednolita całość,11,0,0
dispose of,pozbyć się,11,0,0
overheads,koszty ogólne,11,0,0
intermediary,pośrednik,11,0,0
inconvenient,niewygodny,11,0,0
concerned of,zaniepokojony,11,0,0
discarded,odrzucone,11,0,0
ephemeral ,lasting for only a short time,11,0,0
mount ,"to gradually increase, rise, or get bigger",11,0,0
fasten,"to (cause something to) become firmly fixed together, or in position, or closed",11,0,0
bundle ,a number of things that have been fastened or are held together,11,0,0
massaging,to try to make facts or numbers appear better than they really are in order to deceive someone,11,0,0
irrefutable,impossible to prove wrong,11,0,0
loss certainly falls,strata na pewno spada,11,0,0
aimlessly,bez celu,11,0,0
good ambience,dobra atmosfera?,11,0,0
traceability,identyfikowalność,11,0,0
fruitful,owocny,11,0,0
remains unchanged,pozostaje bez zmian,11,0,0
tangent line,linia styczna,11,0,0
instantaneous rate of change,chwilowe tempo zmian,11,0,0
penalty,rzut karny,11,0,0
becomes evident,staje się oczywiste,11,0,0
slope of,nachylenie,11,0,0
you can invoke,możesz się przywołać,11,0,0
shines,świeci,11,0,0
prepopulate,wstępnie wypełnić,11,0,0
stable inflow,stabilny dopływ,11,0,0
daylight,światło dzienne,11,0,0
pertaining,typowy dla,11,0,0
solitary,samotny,11,0,0
minuend, quantity or number from which another is to be subtracted,11,0,0
stipulates,określa,11,0,0
morph,przekształcenie,11,0,0
verbose,using or containing more words than are necessary,11,0,0
mangling,to destroy something by twisting it with force or tearing it into pieces so that its original form is completely changed,11,0,0
arity,is the number of arguments or operands taken by a function,11,0,0
Ubiquitous Language,wszechobecny język,11,0,0
wiggle ,"to (cause to) move up and down and/or from side to side with small, quick movements",11,0,0
attenuates,to make something less or weaker,11,0,0
see to something/someone,to do something that has to be done,11,0,0
harshly,in an unkind or severe way,11,0,0
cushion allowance,the extra amount of net cash flow remaining after expected debt service,11,0,0
piecewise,kawałek po kawałku,11,0,0
dimmed dots,przyciemnione kropki,11,0,0
we can mimic,możemy naśladować,11,0,0
suffered from,cierpiał z powodu,11,0,0
interestingly,co ciekawe,12,0,0
multiplicand,mnożna,11,0,0
subtrahend,odjemnik,11,0,0
reciprocal,odwrotność,11,0,0
sparse,rzadki,11,0,0
magnitude invariant,niezmiennik wielkości,11,0,0
wisely,mądrze,11,0,0
imperfections,niedoskonałości,11,0,0
ancillary,pomocniczy,11,0,0
among other things,między innymi,11,0,0
we can tweak,możemy poprawić,11,0,0
will invoke,będzie przywoływać,12,0,0
trimming away,odcinanie,11,0,0
sneaker,tenisówka,11,0,0
spike,kolec,11,0,0
diminishing,malejący,11,0,0
overblown,bigger or more important or impressive than it should be,11,0,0
postponing,to delay an event and plan or decide that it should happen at a later date or time,11,0,0
fully embrace,w pełni obejmować,11,0,0
humorously,humorystycznie,11,0,0
needlessly,niepotrzebnie,11,0,0
ease,"to make or become less severe, difficult, unpleasant, painful",11,0,0
overhead,relating to the overheads of a business,11,0,0
deduplicate,"eliminate duplicate or redundant information from (something, especially computer data).",11,0,0
preempt,to prevent something from happening by taking action first,11,0,0
interweave,przeplatać,11,0,0
culprits,winowajcy,11,0,0
frivolous,frywolny,11,0,0
slightly malformed,lekko zniekształcony,11,0,0
disclosed,ujawnione,11,0,0
severe,ciężki : silny,11,0,0
preempted,uprzedzony,11,0,0
a lack of involuntary,brak przymusu,11,0,0
scaffolding,rusztowanie,11,0,0
verbose  ,rozległy,11,0,0
affinity,podobieństwo,11,0,0
shrouded,zasłonięty,11,0,0
intercepting,przechwytywanie,12,0,0
sentinel,strażnik,11,0,0
vigilant,czujny,11,0,0
havoc,spustoszenie,11,0,0
forgo,zrzec się,11,0,0
scaffolding ,a raised structure that supports workers and materials during work on a building,11,0,0
coreference,"two or more terms or expressions in a body 
of text refer to the same entity",11,0,0
daunting ,"making you feel slightly frightened or worried about your ability to achieve something
making you feel slightly frightened or worried about your ability to achieve something",11,0,0
heritage,dziedzictwo,11,0,0
fine-grained ,involving great attention to detail,11,0,0
facade,a false appearance that makes someone or something seem more pleasant or better than they really are,11,0,0
breeze,"something that is easy to achieve, often unexpectedly",11,0,0
dovetails,to cause something to fit exactly together,11,0,0
twine,to (cause to) wrap round an object several times,11,0,0
telemetry,the science or process of collecting information about objects that are far away and sending the information somewhere electronically,11,0,0
crowns our work,wieńczy naszą pracę,11,0,0
harmless,niegroźny,11,0,0
superset,nadzbiór,11,0,0
hone and polish,szlifować i polerować,11,0,0
unfolding,rozkładanie,11,0,0
shortened,skrócony,11,0,0
riddled,podziurawiony,11,0,0
usefulness,przydatność,11,0,0
ship it,wyślij to!,11,0,0
prism of,pryzmat,11,0,0
wisest,najmądrzejszy,11,0,0
designates,desygnuje,11,0,0
fleet of,flota,12,0,0
graceful,wdzięczny,11,0,0
versatility,wszechstronność,11,0,0
severity,surowość,11,0,0
induce,spowodować,11,0,0
dubious,wątpliwy,11,0,0
File carving,is the process of reassembling computer files from fragments in the absence of filesystem metadata. Contents.,11,0,0
realm of,sfera,11,0,0
footprint ,the amount of space on a surface that something needs,11,0,0
honeypots,używanie infrastruktury w inny sposób niż legalny,11,0,0
exposed circuits,odsłonięte obwody,11,0,0
assembling,składanie,11,0,0
erase data,kasowanie danych,11,0,0
seated,siedząc,11,0,0
tampered,sfałszowane,11,0,0
remediation,naprawa,11,0,0
stunnel,an open-source multi-platform application used to provide a universal TLS/SSL tunneling service,11,0,0
vendor  ,someone who is selling something,11,0,0
feasible  ,wykonalny,11,0,0
stealth,podstęp,11,0,0
dialed,wybrany,11,0,0
